"tlx_mental","overallTiATrust","study","overallTiAUnderstanding","perceivedSafetyCombined","Demand","Supply","Understanding","SA"
12,3.5,"critical",3.75,1.75,NA,NA,NA,NA
15,4,"critical",3.25,3,NA,NA,NA,NA
1,4,"critical",5,0,NA,NA,NA,NA
8,2.5,"critical",3,-2,NA,NA,NA,NA
19,2,"critical",3,-1,NA,NA,NA,NA
8,2,"critical",2.5,-1,NA,NA,NA,NA
3,4,"critical",3.75,2,NA,NA,NA,NA
6,3,"critical",3,1.25,NA,NA,NA,NA
15,3.5,"critical",2.5,-1.75,NA,NA,NA,NA
1,5,"critical",5,3,NA,NA,NA,NA
7,1.5,"critical",3.5,2,NA,NA,NA,NA
4,4,"critical",4,3,NA,NA,NA,NA
8,4,"critical",4,3,NA,NA,NA,NA
6,3.5,"critical",4,2.25,NA,NA,NA,NA
15,4,"critical",3.5,3,NA,NA,NA,NA
16,5,"critical",4.25,3,NA,NA,NA,NA
1,4.5,"critical",4.5,3,NA,NA,NA,NA
4,5,"critical",5,3,NA,NA,NA,NA
15,4,"critical",4.75,0.5,NA,NA,NA,NA
18,4,"critical",3,-0.5,NA,NA,NA,NA
1,5,"critical",4.5,1,NA,NA,NA,NA
8,3,"critical",3.75,-0.25,NA,NA,NA,NA
5,3.5,"critical",3.75,2.5,NA,NA,NA,NA
5,4,"critical",4.75,1.75,NA,NA,NA,NA
16,4,"critical",4.25,2.25,NA,NA,NA,NA
1,4,"critical",5,1.75,NA,NA,NA,NA
7,4,"critical",3.25,-0.75,NA,NA,NA,NA
5,4,"critical",4,2.25,NA,NA,NA,NA
4,2.5,"critical",3.5,-1,NA,NA,NA,NA
8,4,"critical",3.25,3,NA,NA,NA,NA
2,3,"critical",3.25,1,NA,NA,NA,NA
7,4,"critical",4,2,NA,NA,NA,NA
5,5,"critical",5,3,NA,NA,NA,NA
8,4,"critical",4,3,NA,NA,NA,NA
14,3.5,"critical",3.5,2.5,NA,NA,NA,NA
15,4,"critical",3.5,3,NA,NA,NA,NA
15,4,"critical",3.75,2,NA,NA,NA,NA
2,4.5,"critical",4.5,2.5,NA,NA,NA,NA
3,4,"critical",4.75,2.75,NA,NA,NA,NA
16,4,"critical",4.75,3,NA,NA,NA,NA
18,4,"critical",3,0.5,NA,NA,NA,NA
1,5,"critical",5,0,NA,NA,NA,NA
8,3,"critical",4.25,0.5,NA,NA,NA,NA
4,3.5,"critical",3.75,2.5,NA,NA,NA,NA
6,4,"critical",5,2,NA,NA,NA,NA
16,4,"critical",4.25,2,NA,NA,NA,NA
1,2.5,"critical",2,2,NA,NA,NA,NA
6,4,"critical",3.75,-0.5,NA,NA,NA,NA
4,4,"critical",5,2.75,NA,NA,NA,NA
3,2.5,"critical",3.5,-1.5,NA,NA,NA,NA
10,4,"critical",3,3,NA,NA,NA,NA
2,4,"critical",3.25,3,NA,NA,NA,NA
6,4,"critical",4,2,NA,NA,NA,NA
6,4,"critical",3.5,3,NA,NA,NA,NA
8,4,"critical",4,3,NA,NA,NA,NA
13,2,"critical",3.5,2.25,NA,NA,NA,NA
15,4,"critical",3.5,3,NA,NA,NA,NA
18,5,"critical",5,3,NA,NA,NA,NA
3,4.5,"critical",2.75,-2.5,NA,NA,NA,NA
5,5,"critical",5,3,NA,NA,NA,NA
15,4,"critical",4.75,1.5,NA,NA,NA,NA
18,3.5,"critical",3,3,NA,NA,NA,NA
1,2.5,"critical",2.5,1,NA,NA,NA,NA
7,3,"critical",4,0.5,NA,NA,NA,NA
5,2.5,"critical",3,2,NA,NA,NA,NA
6,4,"critical",4.25,2,NA,NA,NA,NA
16,4,"critical",4.25,2,NA,NA,NA,NA
1,5,"critical",5,3,NA,NA,NA,NA
5,4,"critical",3.5,-0.5,NA,NA,NA,NA
4,4,"critical",4.75,3,NA,NA,NA,NA
4,4,"critical",3,-0.75,NA,NA,NA,NA
8,4,"critical",3,3,NA,NA,NA,NA
1,4,"critical",3.75,3,NA,NA,NA,NA
8,4,"critical",4,3,NA,NA,NA,NA
4,3.5,"critical",4,0.5,NA,NA,NA,NA
18,5,"critical",5,3,NA,NA,NA,NA
4,5,"critical",3.75,3,NA,NA,NA,NA
17,4,"critical",3.75,3,NA,NA,NA,NA
5,4,"critical",3,2.75,NA,NA,NA,NA
8,3,"critical",4.25,2.5,NA,NA,NA,NA
9,3,"critical",3.5,0.25,NA,NA,NA,NA
1,5,"critical",4.25,0,NA,NA,NA,NA
1,5,"critical",5,1,NA,NA,NA,NA
13,3,"critical",4,3,NA,NA,NA,NA
6,4,"critical",3.5,-0.75,NA,NA,NA,NA
7,4,"critical",3.75,1,NA,NA,NA,NA
13,4,"critical",4,2,NA,NA,NA,NA
1,3,"critical",3.25,1.5,NA,NA,NA,NA
12,3.5,"critical",3,2,NA,NA,NA,NA
12,2,"critical",3.25,-0.75,NA,NA,NA,NA
4,3,"critical",3.75,2.5,NA,NA,NA,NA
16,4,"critical",4,-0.25,NA,NA,NA,NA
1,2.5,"critical",4,2.25,NA,NA,NA,NA
10,5,"critical",5,3,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
4,4,"critical",4,0.25,NA,NA,NA,NA
19,5,"critical",5,3,NA,NA,NA,NA
5,5,"critical",3.75,3,NA,NA,NA,NA
16,4,"critical",3.75,3,NA,NA,NA,NA
3,4,"critical",4.25,3,NA,NA,NA,NA
8,3.5,"critical",4.5,2.75,NA,NA,NA,NA
9,3,"critical",3.5,0,NA,NA,NA,NA
1,5,"critical",5,2,NA,NA,NA,NA
11,3,"critical",3,3,NA,NA,NA,NA
5,4,"critical",3.5,-0.5,NA,NA,NA,NA
2,4.5,"critical",3.25,2.25,NA,NA,NA,NA
13,4,"critical",4.25,2.25,NA,NA,NA,NA
1,3,"critical",2.5,-0.5,NA,NA,NA,NA
13,3.5,"critical",2.5,2.5,NA,NA,NA,NA
14,2,"critical",2.75,-0.75,NA,NA,NA,NA
5,3,"critical",3.5,2.5,NA,NA,NA,NA
15,3,"critical",4,-2,NA,NA,NA,NA
1,3,"critical",4.25,2,NA,NA,NA,NA
10,5,"critical",5,3,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
5,3.5,"critical",4.5,1.75,NA,NA,NA,NA
5,5,"critical",5,3,NA,NA,NA,NA
20,1,"critical",1.75,-3,NA,NA,NA,NA
4,5,"critical",4,3,NA,NA,NA,NA
15,4,"critical",3.5,3,NA,NA,NA,NA
4,3.5,"critical",3.25,3,NA,NA,NA,NA
7,3,"critical",4.5,3,NA,NA,NA,NA
7,3,"critical",3.25,1,NA,NA,NA,NA
1,5,"critical",5,3,NA,NA,NA,NA
1,5,"critical",5,2,NA,NA,NA,NA
11,3,"critical",3.75,3,NA,NA,NA,NA
4,4,"critical",3.5,-0.25,NA,NA,NA,NA
4,4,"critical",3.75,1,NA,NA,NA,NA
14,3.5,"critical",4.5,2.5,NA,NA,NA,NA
10,3.5,"critical",3,2.5,NA,NA,NA,NA
14,2,"critical",3.25,-0.75,NA,NA,NA,NA
4,3,"critical",4,2.5,NA,NA,NA,NA
18,4,"critical",4.25,0.5,NA,NA,NA,NA
1,3,"critical",5,2,NA,NA,NA,NA
10,5,"critical",5,3,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
14,2,"critical",2,-2,NA,NA,NA,NA
7,2,"critical",2.5,-2,NA,NA,NA,NA
9,2.5,"critical",5,-0.5,NA,NA,NA,NA
15,4,"critical",3.75,3,NA,NA,NA,NA
1,5,"critical",5,3,NA,NA,NA,NA
1,5,"critical",5,3,NA,NA,NA,NA
8,4,"critical",4,-1,NA,NA,NA,NA
14,4,"critical",4,2,NA,NA,NA,NA
3,5,"critical",3.75,1.25,NA,NA,NA,NA
17,4,"critical",3.25,3,NA,NA,NA,NA
11,3,"critical",4.25,-1.5,NA,NA,NA,NA
4,3,"critical",3.25,3,NA,NA,NA,NA
4,3.5,"critical",3.25,1.5,NA,NA,NA,NA
12,2.5,"critical",3.5,1.25,NA,NA,NA,NA
4,4,"critical",4.75,0.5,NA,NA,NA,NA
8,4,"critical",3.75,3,NA,NA,NA,NA
15,2,"critical",2.5,-0.25,NA,NA,NA,NA
14,4,"critical",3.25,2,NA,NA,NA,NA
5,4,"critical",3.25,-1,NA,NA,NA,NA
4,2,"critical",4,2.25,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
15,2,"critical",1.75,-2,NA,NA,NA,NA
5,3,"critical",3.5,-1,NA,NA,NA,NA
8,2.5,"critical",4.5,-0.75,NA,NA,NA,NA
17,4,"critical",3.5,3,NA,NA,NA,NA
1,5,"critical",5,3,NA,NA,NA,NA
1,1,"critical",3.5,-1.25,NA,NA,NA,NA
6,4,"critical",4,-0.5,NA,NA,NA,NA
13,4,"critical",4,2,NA,NA,NA,NA
2,5,"critical",4,2.75,NA,NA,NA,NA
15,3,"critical",2.5,1.5,NA,NA,NA,NA
10,3,"critical",4.25,-1.5,NA,NA,NA,NA
4,4,"critical",3.5,2,NA,NA,NA,NA
4,3.5,"critical",3.25,2.5,NA,NA,NA,NA
14,2.5,"critical",2.75,-0.25,NA,NA,NA,NA
1,4.5,"critical",4.75,2.25,NA,NA,NA,NA
11,4,"critical",5,3,NA,NA,NA,NA
16,2,"critical",2,-0.5,NA,NA,NA,NA
10,3,"critical",3,1,NA,NA,NA,NA
7,4,"critical",2.75,-2.25,NA,NA,NA,NA
4,2,"critical",3.75,1.5,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
14,2,"critical",1.75,-1.25,NA,NA,NA,NA
8,2,"critical",3,-1,NA,NA,NA,NA
8,2.5,"critical",4,-0.25,NA,NA,NA,NA
15,4,"critical",3.75,3,NA,NA,NA,NA
1,5,"critical",5,3,NA,NA,NA,NA
1,5,"critical",5,2,NA,NA,NA,NA
6,4,"critical",4,-0.5,NA,NA,NA,NA
14,4,"critical",4,2.25,NA,NA,NA,NA
3,4.5,"critical",3.75,1.75,NA,NA,NA,NA
15,3,"critical",2.75,1,NA,NA,NA,NA
8,3,"critical",4.75,-0.25,NA,NA,NA,NA
1,4,"critical",4.5,3,NA,NA,NA,NA
4,4,"critical",3.25,2,NA,NA,NA,NA
13,4,"critical",3,-0.5,NA,NA,NA,NA
3,4,"critical",4.5,2,NA,NA,NA,NA
7,4,"critical",4,3,NA,NA,NA,NA
16,4,"critical",4,2,NA,NA,NA,NA
11,3,"critical",3,-0.25,NA,NA,NA,NA
15,5,"critical",2.5,-1,NA,NA,NA,NA
3,2,"critical",3.75,0.5,NA,NA,NA,NA
14,2.5,"critical",3,-0.75,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
6,3,"critical",3.75,1.5,NA,NA,NA,NA
5,5,"critical",4.25,3,NA,NA,NA,NA
15,4,"critical",3.75,3,NA,NA,NA,NA
5,2,"critical",3.5,-3,NA,NA,NA,NA
1,5,"critical",5,3,NA,NA,NA,NA
9,2.5,"critical",4.25,-0.25,NA,NA,NA,NA
1,2,"critical",3.25,3,NA,NA,NA,NA
16,3,"critical",3.25,0,NA,NA,NA,NA
1,5,"critical",5,0,NA,NA,NA,NA
4,4,"critical",4,0.25,NA,NA,NA,NA
10,3,"critical",3,3,NA,NA,NA,NA
2,5,"critical",3.5,2.75,NA,NA,NA,NA
14,2,"critical",2,-2,NA,NA,NA,NA
12,2,"critical",4,-1,NA,NA,NA,NA
5,2,"critical",4.5,-1,NA,NA,NA,NA
7,4,"critical",4.25,1.75,NA,NA,NA,NA
13,2,"critical",2.25,-1.75,NA,NA,NA,NA
10,3,"critical",3.5,-0.5,NA,NA,NA,NA
10,2,"critical",2.5,-1,NA,NA,NA,NA
8,3.5,"critical",2.75,0.5,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
5,3,"critical",3.25,0,NA,NA,NA,NA
4,5,"critical",4.5,3,NA,NA,NA,NA
15,4,"critical",3.5,3,NA,NA,NA,NA
20,1,"critical",1.75,-3,NA,NA,NA,NA
1,5,"critical",4,0.5,NA,NA,NA,NA
20,1,"critical",1.25,-3,NA,NA,NA,NA
9,2.5,"critical",4,0,NA,NA,NA,NA
1,4,"critical",3.25,3,NA,NA,NA,NA
15,2,"critical",3.25,-1,NA,NA,NA,NA
1,5,"critical",5,0,NA,NA,NA,NA
4,4,"critical",4,0.5,NA,NA,NA,NA
12,3,"critical",3,3,NA,NA,NA,NA
3,4.5,"critical",3.5,2.5,NA,NA,NA,NA
13,2,"critical",2,-2,NA,NA,NA,NA
15,1.5,"critical",3,-2.25,NA,NA,NA,NA
7,2.5,"critical",3.75,-0.25,NA,NA,NA,NA
9,4,"critical",4.25,0.75,NA,NA,NA,NA
9,2.5,"critical",2.25,-0.75,NA,NA,NA,NA
10,3,"critical",3.5,0.25,NA,NA,NA,NA
10,1.5,"critical",3.75,-1.25,NA,NA,NA,NA
6,4.5,"critical",3.5,2.25,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
8,2,"critical",2.5,-2.5,NA,NA,NA,NA
5,4.5,"critical",4.5,3,NA,NA,NA,NA
15,4,"critical",3.75,3,NA,NA,NA,NA
10,2,"critical",3.25,-0.75,NA,NA,NA,NA
5,4,"critical",2.75,1,NA,NA,NA,NA
7,2.5,"critical",4.25,0.25,NA,NA,NA,NA
1,3,"critical",3.5,3,NA,NA,NA,NA
14,3,"critical",3.25,0.5,NA,NA,NA,NA
1,5,"critical",5,0,NA,NA,NA,NA
4,4,"critical",4,0.25,NA,NA,NA,NA
3,5,"critical",3,3,NA,NA,NA,NA
2,4.5,"critical",4.25,2.5,NA,NA,NA,NA
7,2,"critical",3.25,0.25,NA,NA,NA,NA
11,2,"critical",3.5,-1,NA,NA,NA,NA
9,3,"critical",4,0.75,NA,NA,NA,NA
9,4,"critical",3.75,1,NA,NA,NA,NA
8,3,"critical",2.75,1.75,NA,NA,NA,NA
10,3,"critical",3.5,-0.25,NA,NA,NA,NA
10,2,"critical",4,-0.75,NA,NA,NA,NA
15,4,"critical",2.75,2,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
10,2.5,"critical",2.75,-1,NA,NA,NA,NA
17,4,"critical",3.25,3,NA,NA,NA,NA
9,2,"critical",3.25,1,NA,NA,NA,NA
1,5,"critical",5,0,NA,NA,NA,NA
7,4,"critical",2.5,-2.5,NA,NA,NA,NA
1,3,"critical",2.25,3,NA,NA,NA,NA
6,4,"critical",4.25,2.25,NA,NA,NA,NA
4,4,"critical",3.5,1.75,NA,NA,NA,NA
14,4,"critical",4.75,2.25,NA,NA,NA,NA
10,4.5,"critical",3.25,2,NA,NA,NA,NA
1,2,"critical",4.5,-1,NA,NA,NA,NA
6,2,"critical",3.75,0,NA,NA,NA,NA
11,4,"critical",3.75,1,NA,NA,NA,NA
7,3,"critical",3,1.25,NA,NA,NA,NA
15,3.5,"critical",2.75,1,NA,NA,NA,NA
4,3,"critical",3.75,1,NA,NA,NA,NA
15,2,"critical",2.25,-1,NA,NA,NA,NA
7,1,"critical",2,-2.75,NA,NA,NA,NA
11,2.5,"critical",3.5,1.25,NA,NA,NA,NA
10,4,"critical",3,0.5,NA,NA,NA,NA
7,3,"critical",3.75,-0.75,NA,NA,NA,NA
15,4,"critical",3.5,3,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
9,2.5,"critical",2.75,-0.75,NA,NA,NA,NA
15,4,"critical",3.75,3,NA,NA,NA,NA
8,3,"critical",3.75,0,NA,NA,NA,NA
1,5,"critical",5,0,NA,NA,NA,NA
6,4,"critical",2.5,-1.5,NA,NA,NA,NA
1,3,"critical",2.5,3,NA,NA,NA,NA
9,3,"critical",4.25,-2,NA,NA,NA,NA
6,4,"critical",2.75,2.25,NA,NA,NA,NA
10,4,"critical",4.75,2.25,NA,NA,NA,NA
10,4.5,"critical",3.5,2,NA,NA,NA,NA
1,2,"critical",4,-1.5,NA,NA,NA,NA
10,2,"critical",3,-1,NA,NA,NA,NA
10,4,"critical",3.75,0,NA,NA,NA,NA
9,3,"critical",4,1.75,NA,NA,NA,NA
13,2.5,"critical",3.25,0.5,NA,NA,NA,NA
4,4,"critical",4.5,0.5,NA,NA,NA,NA
10,3,"critical",3.5,-0.25,NA,NA,NA,NA
8,1,"critical",2,-2.25,NA,NA,NA,NA
13,3,"critical",2.75,1.25,NA,NA,NA,NA
10,4.5,"critical",2.75,0,NA,NA,NA,NA
6,3,"critical",4,-1.25,NA,NA,NA,NA
15,4,"critical",3.25,2.25,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
20,1,"critical",1,-2.25,NA,NA,NA,NA
8,3,"critical",4.25,1.5,NA,NA,NA,NA
17,4,"critical",3.75,3,NA,NA,NA,NA
10,2,"critical",3,0,NA,NA,NA,NA
1,3,"critical",5,0,NA,NA,NA,NA
6,4,"critical",2.5,-2.25,NA,NA,NA,NA
1,3,"critical",3,3,NA,NA,NA,NA
13,4,"critical",3,1.5,NA,NA,NA,NA
10,4,"critical",2.75,2,NA,NA,NA,NA
10,4,"critical",4.5,2.25,NA,NA,NA,NA
8,4.5,"critical",2.75,2.5,NA,NA,NA,NA
14,2,"critical",2,-2,NA,NA,NA,NA
11,4,"critical",3.25,-0.5,NA,NA,NA,NA
7,3.5,"critical",2.5,1.75,NA,NA,NA,NA
16,4,"critical",3.5,2.25,NA,NA,NA,NA
4,4,"critical",4,0.5,NA,NA,NA,NA
15,2,"critical",2,-0.75,NA,NA,NA,NA
7,1,"critical",2.75,-2.5,NA,NA,NA,NA
16,3,"critical",3,3,NA,NA,NA,NA
10,4,"critical",2.75,0,NA,NA,NA,NA
7,3,"critical",4,-0.25,NA,NA,NA,NA
6,4,"critical",4.5,0.75,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
6,4.5,"critical",3,0.75,NA,NA,NA,NA
4,4,"critical",4,2,NA,NA,NA,NA
10,3,"critical",2.5,0,NA,NA,NA,NA
15,1,"critical",1.75,-3,NA,NA,NA,NA
1,4,"critical",3.25,3,NA,NA,NA,NA
9,2,"critical",2.25,-2.75,NA,NA,NA,NA
6,4,"critical",2.75,-1.5,NA,NA,NA,NA
16,4,"critical",3.75,3,NA,NA,NA,NA
11,4,"critical",5,3,NA,NA,NA,NA
11,2.5,"critical",3,-1.25,NA,NA,NA,NA
7,4,"critical",4.25,0.5,NA,NA,NA,NA
16,2,"critical",2.5,-0.75,NA,NA,NA,NA
9,4,"critical",3.75,-0.5,NA,NA,NA,NA
6,2,"critical",3.25,0.25,NA,NA,NA,NA
4,4,"critical",4.25,2.5,NA,NA,NA,NA
9,4.5,"critical",4,2.75,NA,NA,NA,NA
17,3.5,"critical",4,0.75,NA,NA,NA,NA
11,2.5,"critical",2.5,-1.25,NA,NA,NA,NA
3,3,"critical",3.25,0.75,NA,NA,NA,NA
12,4,"critical",2.75,1.5,NA,NA,NA,NA
3,4.5,"critical",3.75,2.25,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
6,4,"critical",3,-0.5,NA,NA,NA,NA
4,3,"critical",3.5,1,NA,NA,NA,NA
11,3,"critical",3,0,NA,NA,NA,NA
1,4,"critical",2.75,3,NA,NA,NA,NA
9,2.5,"critical",2.75,-2.75,NA,NA,NA,NA
7,4,"critical",3.5,-1.5,NA,NA,NA,NA
16,4,"critical",3.75,3,NA,NA,NA,NA
12,4,"critical",5,3,NA,NA,NA,NA
8,3,"critical",4,-0.5,NA,NA,NA,NA
6,4,"critical",4,1.25,NA,NA,NA,NA
11,3,"critical",3.5,0.5,NA,NA,NA,NA
13,4,"critical",3.75,-0.25,NA,NA,NA,NA
13,2,"critical",2.25,-2,NA,NA,NA,NA
4,4,"critical",4.25,2.25,NA,NA,NA,NA
9,4.5,"critical",4,2.75,NA,NA,NA,NA
16,3,"critical",2.75,0.25,NA,NA,NA,NA
15,3.5,"critical",3.75,0.75,NA,NA,NA,NA
15,2.5,"critical",2.75,-1,NA,NA,NA,NA
2,2,"critical",2.75,-1.25,NA,NA,NA,NA
11,4.5,"critical",3,3,NA,NA,NA,NA
5,4,"critical",3.75,1.25,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
6,4,"critical",3.75,2,NA,NA,NA,NA
4,2,"critical",3.5,0,NA,NA,NA,NA
12,4,"critical",4.5,2,NA,NA,NA,NA
1,4,"critical",3.5,3,NA,NA,NA,NA
8,3,"critical",4,0.5,NA,NA,NA,NA
5,4,"critical",2.75,-1.75,NA,NA,NA,NA
17,4,"critical",3.75,3,NA,NA,NA,NA
11,5,"critical",4.5,3,NA,NA,NA,NA
9,2.5,"critical",3,-0.75,NA,NA,NA,NA
5,4,"critical",4.5,0.75,NA,NA,NA,NA
7,4,"critical",4.25,2,NA,NA,NA,NA
15,3.5,"critical",3.75,-1,NA,NA,NA,NA
10,2,"critical",2.75,-2,NA,NA,NA,NA
3,5,"critical",4.75,2.75,NA,NA,NA,NA
2,4.5,"critical",4,2.25,NA,NA,NA,NA
14,4,"critical",4,1.75,NA,NA,NA,NA
7,3.5,"critical",3.75,1,NA,NA,NA,NA
2,1,"critical",2.5,-2.25,NA,NA,NA,NA
11,4.5,"critical",3,1.25,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
5,4,"critical",4,0.25,NA,NA,NA,NA
1,3,"critical",3.25,3,NA,NA,NA,NA
9,2.5,"critical",4,-1.25,NA,NA,NA,NA
20,3,"critical",3.75,0.5,NA,NA,NA,NA
4,3,"critical",3.5,1,NA,NA,NA,NA
10,4,"critical",4.5,3,NA,NA,NA,NA
11,1,"critical",1.5,-3,NA,NA,NA,NA
1,4.5,"critical",5,2,NA,NA,NA,NA
14,4.5,"critical",4.5,2.5,NA,NA,NA,NA
17,4,"critical",3.75,3,NA,NA,NA,NA
7,2,"critical",3.5,0,NA,NA,NA,NA
5,4,"critical",4.5,2.5,NA,NA,NA,NA
12,4,"critical",3.5,2.25,NA,NA,NA,NA
1,5,"critical",5,1.5,NA,NA,NA,NA
4,2,"critical",4.25,-1.25,NA,NA,NA,NA
7,3.5,"critical",3,0.25,NA,NA,NA,NA
4,4,"critical",4,2,NA,NA,NA,NA
11,3.5,"critical",2.5,2.75,NA,NA,NA,NA
16,4,"critical",2.75,2.25,NA,NA,NA,NA
6,5,"critical",3.75,3,NA,NA,NA,NA
5,3,"critical",3.5,1,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
4,4,"critical",4,0.25,NA,NA,NA,NA
1,3,"critical",2.75,3,NA,NA,NA,NA
9,2.5,"critical",3.25,-2.25,NA,NA,NA,NA
1,3,"critical",3.5,0.5,NA,NA,NA,NA
3,4,"critical",3.25,1.5,NA,NA,NA,NA
12,4,"critical",4.5,2,NA,NA,NA,NA
4,3.5,"critical",4,0.75,NA,NA,NA,NA
8,3.5,"critical",4.75,2.5,NA,NA,NA,NA
16,4,"critical",4,3,NA,NA,NA,NA
11,2,"critical",2.5,-1,NA,NA,NA,NA
10,2.5,"critical",3.25,-0.25,NA,NA,NA,NA
15,3.5,"critical",3.5,1.25,NA,NA,NA,NA
1,5,"critical",5,2,NA,NA,NA,NA
5,2,"critical",3.25,-1,NA,NA,NA,NA
6,4,"critical",3.25,0.25,NA,NA,NA,NA
4,4,"critical",4,2,NA,NA,NA,NA
11,4.5,"critical",3.25,2.5,NA,NA,NA,NA
15,3,"critical",3,1.25,NA,NA,NA,NA
3,4.5,"critical",4.25,3,NA,NA,NA,NA
5,3,"critical",2.75,1.25,NA,NA,NA,NA
9,4,"critical",4,3,NA,NA,NA,NA
4,4,"critical",4,0.5,NA,NA,NA,NA
1,3,"critical",3,3,NA,NA,NA,NA
9,2,"critical",3.5,-1.5,NA,NA,NA,NA
1,3,"critical",3.75,0.25,NA,NA,NA,NA
1,4,"critical",3.5,3,NA,NA,NA,NA
10,4,"critical",4.5,2,NA,NA,NA,NA
13,1,"critical",1.75,-3,NA,NA,NA,NA
3,4.5,"critical",5,1.5,NA,NA,NA,NA
15,4,"critical",4.5,2.75,NA,NA,NA,NA
16,4,"critical",4,3,NA,NA,NA,NA
14,2,"critical",2,-2,NA,NA,NA,NA
17,1.5,"critical",1.75,-2,NA,NA,NA,NA
14,3.5,"critical",3.25,2,NA,NA,NA,NA
1,5,"critical",5,3,NA,NA,NA,NA
7,3,"critical",5,-0.75,NA,NA,NA,NA
6,4,"critical",4,0.25,NA,NA,NA,NA
4,4,"critical",4,1,NA,NA,NA,NA
11,3.5,"critical",3.25,2.5,NA,NA,NA,NA
16,3,"critical",2.5,1.5,NA,NA,NA,NA
7,4.5,"critical",4.25,3,NA,NA,NA,NA
4,3,"critical",3.75,1,NA,NA,NA,NA
13,2,"semantic-pre",NA,NA,18,25,3,10
6,4.14285714285714,"semantic-pre",NA,NA,15,22,13,20
10,3.57142857142857,"semantic-pre",NA,NA,17,23,13,19
13,3.71428571428571,"semantic-pre",NA,NA,17,19,10,12
3,4,"semantic-pre",NA,NA,13,16,19,22
10,6,"semantic-pre",NA,NA,4,16,16,28
1,6,"semantic-pre",NA,NA,9,11,18,20
1,6,"semantic-pre",NA,NA,10,13,18,21
1,6,"semantic-pre",NA,NA,6,17,17,28
1,6,"semantic-pre",NA,NA,4,14,17,27
3,5,"semantic-pre",NA,NA,18,17,8,7
1,5.57142857142857,"semantic-pre",NA,NA,18,15,12,9
1,5.42857142857143,"semantic-pre",NA,NA,18,16,12,10
2,5.42857142857143,"semantic-pre",NA,NA,18,14,14,10
2,5.42857142857143,"semantic-pre",NA,NA,18,14,16,12
1,4,"semantic-pre",NA,NA,8,14,6,12
2,3.85714285714286,"semantic-pre",NA,NA,6,8,10,12
4,3,"semantic-pre",NA,NA,8,12,7,11
1,3.85714285714286,"semantic-pre",NA,NA,6,12,14,20
1,3.71428571428571,"semantic-pre",NA,NA,6,15,15,24
14,5.28571428571429,"semantic-pre",NA,NA,15,21,15,21
4,6.28571428571429,"semantic-pre",NA,NA,6,16,14,24
8,6.14285714285714,"semantic-pre",NA,NA,8,16,15,23
8,5.71428571428571,"semantic-pre",NA,NA,9,18,15,24
8,6.42857142857143,"semantic-pre",NA,NA,11,13,13,15
14,5,"semantic-pre",NA,NA,16,20,14,18
10,3.28571428571429,"semantic-pre",NA,NA,18,26,4,12
12,3,"semantic-pre",NA,NA,21,21,4,4
2,3.42857142857143,"semantic-pre",NA,NA,18,17,3,2
4,3.71428571428571,"semantic-pre",NA,NA,17,16,12,11
1,2.71428571428571,"semantic-pre",NA,NA,16,22,7,13
6,3.14285714285714,"semantic-pre",NA,NA,18,20,9,11
15,3.28571428571429,"semantic-pre",NA,NA,21,23,13,15
1,3.57142857142857,"semantic-pre",NA,NA,9,19,10,20
2,4,"semantic-pre",NA,NA,11,18,10,17
4,7,"semantic-pre",NA,NA,6,15,14,23
4,5.14285714285714,"semantic-pre",NA,NA,9,17,14,22
5,5,"semantic-pre",NA,NA,15,18,14,17
10,3.85714285714286,"semantic-pre",NA,NA,13,17,13,17
14,4.42857142857143,"semantic-pre",NA,NA,13,21,10,18
8,5,"semantic-pre",NA,NA,12,18,15,21
17,3.42857142857143,"semantic-pre",NA,NA,10,22,12,24
18,3.85714285714286,"semantic-pre",NA,NA,10,21,15,26
12,3.14285714285714,"semantic-pre",NA,NA,5,16,13,24
14,5.14285714285714,"semantic-pre",NA,NA,4,20,17,33
16,3.14285714285714,"semantic-pre",NA,NA,16,23,11,18
17,2.57142857142857,"semantic-pre",NA,NA,19,27,12,20
17,3.57142857142857,"semantic-pre",NA,NA,17,27,11,21
15,4.42857142857143,"semantic-pre",NA,NA,18,26,12,20
8,3.85714285714286,"semantic-pre",NA,NA,18,27,15,24
5,7,"semantic-pre",NA,NA,11,21,14,24
6,6.57142857142857,"semantic-pre",NA,NA,15,21,13,19
